Title,Type,Description,City,Address,Origin,Email,Phone,WhatsApp,WebsiteURL,CreatedAt,Status,IsActive,Featured,Company,PayRange,Skills,JobApplyURL,JobStartDate,EventStart,EventEnd,Deadline
Angie Winners Kitchen,Food,Restaurant,,"2905 E Arkansas Ln #100, Arlington, TX 76010",Nigeria,,19728546161,,https://angiewinnerskitchen.com/?utm_source=google,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
African pride Food and kitchen,Food,Restaurant,,"5504 Matlock Rd, Arlington, TX 76018",Nigeria,,18173753796,,http://places.singleplatform.com/african-pride-food-and-kitchen/menu?ref=google,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
ChefTemii - Nigerian Restaurant & Catering,Food,Restaurant,,"1900 W Arbrook Blvd #116, Arlington, TX 76015",Nigeria,,12146031413,,http://www.cheftemii.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Fufudelight& Suya Kitchen,Food,Restaurant,,"6401 New York Ave # 149, Arlington, TX 76018",Nigeria,,18178963372,,https://www.fufudelightsuyakitchen.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
African Food Depot,Food,African Goods Store,,"9751 Walnut St #112, Dallas, TX 75243",Nigeria,,14696716756,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Southwest Farmers Market,Food,African Goods Store,,"4460 W Walnut St, Garland, TX 75042",Nigeria,,12147038181,,https://www.southwestfarmersmarket.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
BOXOCHOPS Modern African Kitchen - Plano,Food,Restaurant,,"8500 Ohio Dr STE 200, Plano, TX 75024",Nigeria,,14692940003,,https://toasttab.com/boxochops,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Jollof Haus - West African Flavors,Food,Restaurant,,"945 W Stacy Rd #130, Allen, TX 75013",Nigeria,,19723328185,,https://jollofhauz.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Lagos Kitchen,Food,Restaurant,,"921 W Commerce St, Dallas, TX 75208",Nigeria,,13172891698,,http://lagoskitchendfw.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
JTC Bless Import,Food,Grocery Store,,"9220 Skillman St #115, Dallas, TX 75243",Nigeria,,12145036522,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Afribbean Market Plano,Food,African Goods store,,"901 E Plano Pkwy, Plano, TX 75074",Nigeria,,19725091825,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
5 Senses Cuisine - Nigerian Fusion,Food,Restaurant,,"1499 Regal Row, Dallas, TX 75247",Nigeria,,16822204228,,http://www.5sensescuisine.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Salt N Pepper Kitchen & Catering Services,Food,Restaurant,,"2376 Lavon Dr 106 A, Garland, TX 75040",Nigeria,,14692982540,,http://places.singleplatform.com/salt-n-pepper-kitchen/menu?ref=google,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Murphy's Mansion,Food,Restaurant,,"10051 Whitehurst Dr, Dallas, TX 75243",Nigeria,,12145030446,,http://www.murphysloungedallas.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Arona Food Place,Food,Restaurant,,"6505 W Park Blvd #215, Plano, TX 75093",Nigeria,,14696786034,,https://www.aronafoodplace.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
MamaJones African Market,Food,Grocery Store,,"19009a Preston Rd Ste 102-108, Dallas, TX 75252",Nigeria,,14699204930,,https://www.mamajonesafrica.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
G&C African Food Market,Food,African Goods store,,"4537 Forest Ln, Garland, TX 75042",Nigeria,,14342271554,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Richland Market Grocery Inc.,Food,Groceries,,"9410 Walnut St # 102, Dallas, TX 75243",Nigeria,,19729072990,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
East Soul Restaurant and Lounge,Food,Restaurant and Lounge,,"4425 W Walnut St STE 301, Garland, TX 75042",Nigeria,,14699690087,,https://eastsoulfood.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
West African Way,Food,Restaurant,,"1405 Jupiter Rd #116, Plano, TX 75074",Nigeria,,19724242634,,https://l.instagram.com/?u=https%3A%2F%2Fwww.dmagazine.com%2Fpublications%2Fd-magazine%2F2022%2Fseptember%2Fplano-west-african-way-review-the-gambia%2F%3Ffbclid%3DPAY2xjawINGxxleHRuA2FlbQIxMQABpmznDzOFJJaruTn_0awWJ0oXg-N3Y_oeDWD94LOMMrHsQl3ZffoebHmE6A_aem_0DZF09osvmRPZcaFboGPGg&e=AT1ZQ6_zJcmxs2kzLZnAiryIFNd3iuOto6IuYnEfaXO9LKjTZ27H_ISNKKwitsprqwOgBn_V50qBPh2Mkkoyq2kX5MeUQBybwY3ejcA,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
UAC International Food,Food,African Goods Store,,"940 E Belt Line Rd, Richardson, TX 75081",Nigeria,,19722316101,,http://www.uacint.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Seinyaa African Food and Kitchen,Food,Restaurant,,"9790 Forest Ln, Dallas, TX 75243",Nigeria,,16822384896,,https://seinyaaafricanfoodtx.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Kanny's Restaurant and Lounge,Food,Restaurant/ Catering,,"9780 Walnut St #138, Dallas, TX 75243",Nigeria,,14699188188,,https://kannysrestaurant.com/catering-services/?v=28886f13f578,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Aggies Restaurant,Food,Eatery,,"9205 Skillman St, Dallas, TX 75243",West African,,12142217276,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
One Africa Grocery And Kitchen,Food,Grocery and Restaurant,,"9790 Forest Ln, Dallas, TX 75243",Nigeria,,12144458469,,,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Aso Rock | Restaurant & Lounge,Food,Eatery and Lounge,,"9220 Skillman St #115, Dallas, TX 75243",West Africa,,12148313316,,https://asorocktx.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Dallul East African Cuisine,Food,Restaurant,,"13021 Coit Rd # 98, Dallas, TX 75240",East Africa,,14692091235,,https://dallulrestaurantandbar.com/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
Shuri African Restaurant,Food,Eatery,,"9410 Walnut St, Dallas, TX 75243",Nigeria,,19728638820,,https://shuriafricanrestaurant.shop/,2026-03-10T03:56:31Z,Approved,TRUE,FALSE,,,,,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z
